FEN,Evaluation
rnbqkbnr/pp3ppp/2p1p3/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq -,18
r1bq1b1r/ppp3pp/2n1k3/3np3/2B5/5Q2/PPPP1PPP/RNB1K2R w KQ -,95
r1b1k1nr/pppp1ppp/2n5/8/1b1NP2q/2N5/PPP2PPP/R1BQKB1R w KQkq -,87
5k2/1pb2p1b/2pr3p/5B1N/1P5P/8/4N3/3R3K w - -,336
rnb1kb1r/ppppqppp/3n4/4N3/2B5/8/PPPPQPPP/RNB1K2R w KQkq -,12
r1bq1b1r/ppp3pp/2n1k3/3np3/2B5/2N2Q2/PPPP1PPP/R1B1K2R b KQ -,56
rnbqkbnr/pp2pppp/2p5/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq -,16
rnbqkb1r/ppp2ppp/8/3pN3/3Pn3/3B4/PPP2PPP/RNBQK2R b KQkq -,24
r1bqk1nr/ppp1ppbp/2np2p1/8/2PPP3/2N5/PP3PPP/R1BQKBNR w KQkq -,111
r1bqkb1r/1ppp1ppp/p1n2n2/4p3/B3P3/5N2/PPPP1PPP/RNBQ1RK1 b kq -,24
rnbqkb1r/1p2pppp/p2p1n2/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq -,24
r2qk2r/pppn1ppp/3bpn2/3p1b2/3P4/2P1PNB1/PP1N1PPP/R2QKB1R b KQkq -,0
r1bq1b1r/ppp3pp/4k3/3np3/1nB5/2N2Q2/PPPP1PPP/R1B1K2R w KQ -,115
r1bqkb1r/pppp1ppp/2n5/8/2BNn3/8/PPP2PPP/RNBQ1RK1 b kq -,-87
rnbqkb1r/pppp1ppp/4pn2/8/2PP4/8/PP2PPPP/RNBQKBNR w KQkq -,21
r1bqk1nr/ppp1ppbp/2np2p1/8/2PPP3/2N2N2/PP3PPP/R1BQKB1R b KQkq -,40
r1bqkb1r/2pp1ppp/p1n5/1p2p3/4n3/1B3N2/PPPP1PPP/RNBQ1RK1 w kq -,94
rnbqkb1r/1p2pppp/p2p1n2/8/3NP3/2N1B3/PPP2PPP/R2QKB1R b KQkq -,24
r2qk1nr/ppp1ppbp/2np2p1/8/2PPP1b1/2N2N2/PP3PPP/R1BQKB1R w KQkq -,45
r3k3/ppp2pp1/2p1b3/3N4/3KP1p1/6q1/PPPPB2r/R1BQ1R2 b q -,-982
7r/2nk1p1p/6p1/3nQ3/8/8/5PPP/6K1 w - -,464
r1bqkb1r/2pp1ppp/p1n2n2/1p2p3/4P3/1B3N2/PPPP1PPP/RNBQK2R w KQkq -,37
r3k3/ppp2pp1/4b3/3p4/3KP1p1/6q1/PPPPB2r/R1BQ1R2 w q -,-713
r2qk1nr/ppp2pbp/2np2p1/4p3/2PPP1b1/2N1BN2/PP3PPP/R2QKB1R w KQkq -,72
7Q/2nk1p2/6p1/3n3p/8/8/5PPP/6K1 w - -,528
rnbqkbnr/pp3ppp/8/3p4/3Np3/6P1/PP1PPP1P/RNBQKB1R w KQkq -,54
r3k3/ppp2pp1/4b3/3p4/3KP1p1/3P2q1/PPP1B2r/R1BQ1R2 b q -,-756
rn1qkb1r/pbpp1ppp/1p2pn2/8/2PP4/4PN2/PP3PPP/RNBQKB1R w KQkq -,0
r2q1rk1/pppn1ppp/3bpn2/3p1b2/3P4/2P1PNB1/PP1N1PPP/R2QKB1R w KQ -,-3
r1bqkb1r/pppp1ppp/2n5/8/2Bpn3/5N2/PPP2PPP/RNBQR1K1 b kq -,0
2r2r1k/1p2Qpbp/p4pp1/qN6/8/1B6/PP3PPP/2RR2K1 b - -,9
rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/5NP1/PP2PP1P/RNBQKB1R b KQkq -,7
r1b1k1nr/1ppp1ppp/p1n5/b7/4P2q/N1NB4/PPP2PPP/R1BQK2R b KQkq -,-50
5r1k/1p2Qpbp/p4pp1/qN6/8/1B6/PP3PPP/2rR2K1 w - -,0
r1bqkb1r/ppp2ppp/5n2/n2Pp1N1/2B5/8/PPPP1PPP/RNBQK2R w KQkq -,11
r2qkb1r/ppp1pppp/2n2n2/3p1b2/3P4/5NP1/PPP1PPBP/RNBQK2R w KQkq -,48
8/1N2bp2/2p4p/1k6/1P4B1/3N1K2/8/8 b - -,494
5r1k/1p2Qpbp/p4pp1/1q6/8/1B6/PP3PPP/2R3K1 w - -,0
rn1qkb1r/pb1p1ppp/1p2pn2/2p5/2PP4/4PN2/PP2BPPP/RNBQK2R w KQkq -,46
r3k3/pp3pp1/4b3/2pp4/4P1p1/2KP2q1/PPP1B2r/R1BQ1R2 b q -,-751
r1bq1rk1/ppp1ppbp/2np1np1/8/3P1B2/2P1PN1P/PP2BPP1/RN1QK2R b KQ -,0
8/2nknp2/6p1/4Q2p/8/8/5PPP/6K1 w - -,323
r1bqkb1r/pp3ppp/2p2n2/nB1Pp1N1/8/8/PPPP1PPP/RNBQK2R w KQkq -,0
r1bqk1nr/ppp1ppbp/3p2p1/3P4/2PnP3/2N5/PP3PPP/R1BQKBNR w KQkq -,74
rnbq1rk1/ppp2pbp/4pnp1/3p4/2PP4/5NP1/PP2PPBP/RNBQ1RK1 w - -,50
r2q1rk1/pppnp1bp/2np1pp1/6B1/3PP1b1/2N1QN2/PPP2PPP/2KR1B1R w - -,48
r1bqkb1r/2pp1ppp/p1n2n2/1p2p3/4P3/1B3N2/PPPP1PPP/RNBQ1RK1 b kq -,27
r1bqk1nr/pp2ppbp/3p2p1/2pP4/2PnP3/2N1B3/PP3PPP/R2QKBNR w KQkq c6,115
rnb1kbnr/ppp1pppp/8/3q2N1/8/3p4/PPP2PPP/RNBQKB1R w KQkq -,7
rnbqk1nr/pp3ppp/4p3/2ppP3/1b1P4/2N5/PPP2PPP/R1BQKBNR w KQkq -,77
r3k3/pp3pp1/4b3/2ppq3/4P1p1/3P4/PPPKB2r/R1BQ1R2 b q -,-1003
rnbq1rk1/ppp2pbp/4pnp1/3p4/2PP4/1P3NP1/P3PPBP/RNBQ1RK1 b - -,43
r1bqkb1r/p4ppp/2p2n2/nB2p1N1/8/8/PPPP1PPP/RNBQK2R w KQkq -,13
r2q1rk1/pppnppbp/2np2p1/6B1/3PP1b1/2N1QN2/PPP2PPP/2KR1B1R b - -,53
r1bqkb1r/ppp2Npp/2n5/3np3/2B5/8/PPPP1PPP/RNBQK2R b KQkq -,55
rnbqk2r/pppp1ppp/5n2/2b1p3/2P5/2N3P1/PP1PPP1P/R1BQKBNR w KQkq -,42
r1bqk1nr/pp2ppbp/3p2p1/2pP4/2PnP3/2N1B3/PP2NPPP/R2QKB1R b KQkq -,130
r1bq1rk1/ppp2ppp/2nb1n2/3p4/8/P3PN2/1BPP1PPP/RN1QKB1R w KQ -,40
r1bqk1nr/ppp1ppbp/2np2p1/3P4/2P1P3/2N5/PP3PPP/R1BQKBNR b KQkq -,95
r1bqk2r/pppp1ppp/2n2n2/2b1P3/2Bp4/2P2N2/PP3PPP/RNBQK2R b KQkq -,1
rnbqkb1r/1p3ppp/p2ppn2/8/3NP3/2N1B3/PPP2PPP/R2QKB1R w KQkq -,35
r3r1k1/pp3pbp/1qp1b1p1/2B5/2BP4/Q1n2N2/P4PPP/3R1K1R w - -,-271
rnbq1rk1/ppp2pbp/5pp1/3p4/3PP3/5N2/PPPN1PPP/R2QKB1R w KQ -,-27
rnbqk1nr/ppp1ppbp/3p2p1/8/2PPP3/8/PP3PPP/RNBQKBNR w KQkq -,55
r1bqkb1r/pp3ppp/2n2n2/4p3/8/2N2N2/PPPP1PPP/R1BQKB1R w KQkq -,95
rnbq1rk1/pp2ppbp/3p1np1/2pP4/2P5/4PN2/PP2BPPP/RNBQ1RK1 b - -,0
r3k3/7p/6p1/5p2/5r2/2NP4/PPP2PPP/R5K1 w - -,870
rnbq1rk1/pp1p1ppp/2p2n2/2b1p3/2P5/2N1P1P1/PP1PNPBP/R1BQK2R b KQ -,0
r2qkb1r/ppp2ppp/2n1pn2/3p1bB1/3P4/5NP1/PPP1PPBP/RN1Q1RK1 b kq -,22
r1bq1rk1/pppp1ppp/2n2n2/2b1p3/2P1P3/3B1N2/PP1P1PPP/RNBQ1RK1 w - -,-40
rnbqkb1r/pppppppp/5n2/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq -,16
r3qrk1/pppnppbp/2np2p1/6B1/3PP1b1/2N1QN2/PPP2PPP/2KR1B1R w - -,165
r4k2/2r2pp1/7p/3P4/4B3/5N2/6PP/5RK1 w - -,744
rn1qkb1r/ppp1pppp/5n2/3P4/2P3b1/5N2/PP1P1PPP/RNBQKB1R b KQkq -,83
rnbqkbnr/pppp1ppp/8/4p3/3PP3/8/PPP2PPP/RNBQKBNR b KQkq -,-17
1rb2rk1/p1q2ppp/1pnbp3/2pn4/3P4/2P2NP1/PP1N1PBP/R1BQR1K1 w - -,75
r3k3/7p/6p1/3N1p2/5r2/3P4/PPP2PPP/R5K1 b - -,860
2rq1r1k/pp3pRp/1b1p4/3p4/4P3/3B1P2/Pn2NP1P/6RK w - -,-1566
rnbqk2r/pp3pbp/3ppnp1/2pP4/2P1PP2/2N2N2/PP4PP/R1BQKB1R b KQkq -,13
r3k3/7p/6p1/3N1p2/r7/3P4/PPP2PPP/R5K1 w - -,917
r3qrk1/pppnppbp/2np2pB/8/3PP1b1/2N1QN2/PPP2PPP/2KR1B1R b - -,149
rn1qkb1r/pp2pppp/2p2n2/3P4/2PP2b1/5N2/PP3PPP/RNBQKB1R b KQkq -,17
rnbqk1nr/ppp2ppp/3bp3/3p4/3P4/4P1B1/PPP2PPP/RN1QKBNR b KQkq -,11
r2qkb1r/ppp2ppp/2n1pn2/3p1b2/3P4/5NP1/PPP1PPBP/RNBQ1RK1 w kq -,52
1rb2rk1/p1q2ppp/1pnNp3/3n4/2pP4/2P2NP1/PP3PBP/R1BQR1K1 b - -,157
rnbqkbnr/pppp1ppp/8/4p3/4P3/2N5/PPPP1PPP/R1BQKBNR b KQkq -,6
rn1qkb1r/pp2pppp/5n2/3p4/2PP2b1/5N2/PP2BPPP/RNBQK2R b KQkq -,0
r7/2Nk3p/6p1/5p2/r7/3P4/PPP2PPP/R5K1 w - -,892
r4k2/2r3p1/6pp/3P4/8/5N2/6PP/5RK1 w - -,-97
rn1q1rk1/pbpp1ppp/1p2p3/6N1/2PPn3/6P1/PPQ1PPBP/R3K2R w KQ -,59
1rb2rk1/p4ppp/1pnqp3/3n2N1/2pP4/2P3P1/PP3PBP/R1BQR1K1 b - -,33
r2qkb1r/ppp2ppp/2n1pn2/3p1b2/3P4/2P2NP1/PP2PPBP/RNBQ1RK1 b kq -,13
rnbqkbnr/pppp1ppp/8/8/3QP3/8/PPP2PPP/RNB1KBNR b KQkq -,-5
r7/3k3p/6p1/5p2/8/3P4/PPP2PPP/R5K1 w - -,908
r1bqkb1r/pppp1ppp/2n2n2/1B2p3/4P3/5N2/PPPP1PPP/RNBQ1RK1 b kq -,11
r1bqkb1r/pp3ppp/2n1pn2/2pp4/2PP4/2N1PN2/PP3PPP/R1BQKB1R w KQkq -,15
rnbqk1nr/ppppppbp/6p1/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq -,69
rn1qkb1r/pp1bpppp/5n2/3P4/2B5/8/PP1P1PPP/RNBQK1NR b KQkq -,29
r1bqk2r/pppp1ppp/2n2n2/2b1p3/2B1P3/P1N2N2/1PPP1PPP/R1BQK2R b KQkq -,0
r4k2/2r2pp1/3P3p/8/4B3/5N2/6PP/5RK1 b - -,633
1rb2rk1/p4ppp/1p1qp1n1/3n2N1/2pP3P/2P3P1/PPQ2PB1/R1B1R1K1 b - -,220
2r2r1k/1pN1Qpbp/p4pp1/1bR5/1q6/1B6/PP3PPP/3R2K1 w - -,-161
rn1q1rk1/pbpp1ppp/1p2p3/6N1/2PPB3/6P1/PPQ1PP1P/R3K2R b KQ -,50
r4k2/3r1pp1/3P3p/8/4B3/5N2/6PP/5RK1 w - -,709
rn1qkb1r/p2bpppp/5n2/1p1P4/8/1B6/PP1P1PPP/RNBQK1NR b KQkq -,34
8/1bRQ1ppk/p3p2p/1p1q4/3Pp3/1P2b1P1/P5KP/8 b - -,-851
rn1qkb1r/3bpppp/5n2/pp1P4/8/1B6/PP1P1PPP/RNBQK1NR w KQkq -,26
rnbqk1nr/1pp1ppbp/p2p2p1/8/3PP3/2N1B3/PPP2PPP/R2QKBNR w KQkq -,76
r1bqkbnr/pppp1ppp/2n5/8/4P3/4Q3/PPP2PPP/RNB1KBNR b KQkq -,0
2b2rk1/p3q2p/1p1p2p1/2pP1r2/2B5/6QP/PPP2RP1/5RK1 b - -,-113
rnbqk2r/ppppppbp/5np1/8/3PP3/2N2N2/PPP2PPP/R1BQKB1R b KQkq -,15
4r3/pp1nr3/2p4p/4pkb1/4RP2/1PBN2P1/P1P1K3/3R4 w - -,568
r1bqkb1r/pppp1ppp/2nn4/1B2p3/8/5N2/PPPP1PPP/RNBQR1K1 w kq -,24
rnbqkbnr/pp3ppp/2p1p3/3p4/2PP1B2/2N5/PP2PPPP/R2QKBNR b KQkq -,-13
r1bqk2r/pppp1p1p/2n2np1/2bNp3/2B1P1Q1/8/PPPP1PPP/R1B1K1NR w KQkq -,0
rn1q1rk1/p1pp1ppp/1p2p3/6N1/2PPb3/6P1/PPQ1PP1P/R3K2R w KQ -,46
1rb2rk1/p4ppn/1p1qp1n1/7P/2pP4/2P3P1/PPQ2PB1/R1B1R1K1 b - -,272
r1bqk2r/ppp2pp1/2p2n2/2b4p/4P3/2N4P/PPPPBPP1/R1BQK2R b KQkq -,-81
rnbqk1nr/ppppppbp/6p1/8/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq -,54
3r1k2/pp4pb/q1p1Qn2/2P2r2/3Pp2p/P1P1B2P/6P1/1R1R2K1 w - -,-485
rnbqkb1r/pppp1ppp/5n2/4p3/4PP2/2N5/PPPP2PP/R1BQKBNR b KQkq -,0
r1b1k2r/ppp2pp1/2p2n2/2b4p/3qP3/2N4P/PPPPBPP1/R1BQ1RK1 b kq -,-256
5Bk1/1b1r2p1/q4p1p/2Q5/2P5/6PP/P4P2/4R1K1 b - -,-1178
1rbq1rk1/p4ppn/1p2p3/7P/2pP1B1n/2P3P1/PPQ2PB1/R3R1K1 w - -,197
1rbq1rk1/p4ppn/1p2p3/7P/2pP1B1P/2P5/PPQ2PB1/R3R1K1 b - -,312
rnbqk1nr/ppp1ppbp/3p2p1/8/3PP3/2N1B3/PPP2PPP/R2QKBNR b KQkq -,29
rnbqkbnr/ppp2ppp/4p3/3p4/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq -,25
2bq1rk1/pr3ppn/1p2p2P/8/2pP1B1P/2P5/PPQ2PB1/R3R1K1 b - -,192
r1b1k2r/ppp2pp1/2p5/4q3/4P1p1/2N3P1/PPPPBbK1/R1BQ1R2 w kq -,-598
rnbqk1nr/ppp1ppbp/3p2p1/8/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq -,72
2b2rk1/pr3ppn/1p2p2P/8/2pP1B1q/2P5/PPQ2PB1/R3R1K1 w - -,149
r1bqkb1r/pppp1ppp/2nn4/1B2p3/P7/5N2/1PPP1PPP/RNBQR1K1 b kq -,15
r1bqk1nr/pppp1ppp/2n5/2b1p3/2B1P3/2P2N2/PP1P1PPP/RNBQK2R b KQkq -,17
2qb2k1/5rpp/p3Q3/2N1p3/4P3/3Pp3/1P4PP/1K6 w - -,0
2b2rk1/pr3pPn/1p2p3/8/2pP1B1q/2P5/PPQ2PB1/R3R1K1 b - -,188
rnbqkb1r/1p3ppp/p2p1n2/4p3/4P3/2N1BN2/PPP2PPP/R2QKB1R b KQkq -,0
2b2r2/pr3pkn/1p2p3/8/2pP1B1q/2P5/PPQ2PB1/R3R1K1 w - -,405
r1bqkb1r/pppp1ppp/2n5/1n2p3/P7/5N2/1PPP1PPP/RNBQR1K1 w kq -,194
rnbqk1nr/ppp1ppbp/3p2p1/8/3PPP2/2N5/PPP3PP/R1BQKBNR b KQkq -,55
r1b1k2r/ppp2pp1/2p5/4q3/4P1p1/2N3P1/PPPPBRK1/R1BQ4 b kq -,-528
2r2r1k/1pN1Qpbp/p3Bpp1/q7/8/8/PP2bPPP/2RR2K1 w - -,551
r1bqk2r/2p1bppp/p1np1n2/1p2p3/4P3/1B3N2/PPPP1PPP/RNBQR1K1 w kq -,28
rnb1k1nr/ppq2ppp/4p3/3pP3/3p3P/P1P5/2P2PP1/R1BQKBNR w KQkq -,97
rnb1kbnr/ppp2ppp/8/3qp1N1/4p3/3P4/PPP2PPP/RNBQKB1R w KQkq -,6
r1bqkb1r/pppp1ppp/2n5/1P2p3/8/5N2/1PPP1PPP/RNBQR1K1 b kq -,175
r1b1k2r/ppp2pp1/2p5/7q/4P1p1/2N3P1/PPPPBRK1/R1BQ4 w kq -,-738
r1b1k2r/ppp2pp1/2p5/5R1q/4P1p1/2N3P1/PPPPB1K1/R1BQ4 b kq -,-746
rnbqk2r/pp3pbp/3p1np1/2pp4/2P1PP2/2N2N2/PP4PP/R1BQKB1R w KQkq -,43
rnbqkbnr/ppp2ppp/3p4/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq -,64
r1b2rk1/ppp2ppp/2p2q2/8/4K3/3P3P/PPP3P1/RNBQ1B1R w - -,157
r1b1k2r/ppp2pp1/2p5/5R2/4P1p1/2N3P1/PPPPB2q/R1BQ1K2 b kq -,-568
r1bqkbnr/pppp1ppp/8/1B2p3/3nP3/2N5/PPPP1PPP/R1BQK1NR w KQkq -,2
2b2r2/pr3pkn/1p2p3/8/2pPRB1q/2P5/PPQ2PB1/R5K1 b - -,405
r1bqkbnr/pppp1ppp/8/1B2p3/3nP3/2NP4/PPP2PPP/R1BQK1NR b KQkq -,-56
2B2r1k/1pN1Qpbp/p4pp1/q7/8/8/PP3PPP/2Rb2K1 w - -,562
r3kb1r/pp1n1ppp/1qp1pn2/3p1b2/3P1B2/1QP1PN2/PP1N1PPP/R3KB1R w KQkq -,47
rnbqkbnr/pp1p1ppp/4p3/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq -,0
rnbqk2r/1p2bppp/p2p1n2/4p3/4P3/2N1BN2/PPP2PPP/R2QKB1R w KQkq -,25
rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq -,21
rnbqkbnr/ppp1pppp/8/3p4/8/5N2/PPPPPPPP/RNBQKB1R w KQkq -,25
rnbq1rk1/ppp1ppbp/5np1/3p4/2PP4/2N1PN2/PP3PPP/R1BQKB1R w KQ -,11
rnbqkbnr/ppp1pppp/8/3p4/4P3/8/PPPP1PPP/RNBQKBNR w KQkq -,57
r1b2rk1/pp2ppbp/1qnp1np1/4P3/3N1P2/2N1B3/PPP1B1PP/R2Q1RK1 b - -,-35
rnbqk2r/1p2bppp/p2p1n2/4p3/2B1P3/2N1BN2/PPP2PPP/R2QK2R b KQkq -,8
rn1qkbnr/ppp1pppp/8/3p1b2/8/4PN2/PPPP1PPP/RNBQKB1R w KQkq -,45
rn1qkbnr/ppp1pppp/8/3p1b2/3P1B2/8/PPP1PPPP/RN1QKBNR w KQkq -,32
rn1qkbnr/ppp1pppp/8/3p1b2/2P5/4PN2/PP1P1PPP/RNBQKB1R b KQkq -,40
rn1qkbnr/ppp1pppp/8/3p1b2/3P1B2/4P3/PPP2PPP/RN1QKBNR b KQkq -,22
7k/pbp1r2p/1p3q2/4nP2/1PP1p2p/P3P3/4B1R1/B3Q2K w - -,1301
rn1qkbnr/ppp2ppp/4p3/3p1b2/2P5/4PN2/PP1P1PPP/RNBQKB1R w KQkq -,58
rn1qk2r/1p2bppp/p2pbn2/4p3/2B1P3/2N1BN2/PPP2PPP/R2QK2R w KQkq -,0
5Bk1/1b1r2p1/4qp1p/2Q5/2P5/6PP/P4P2/4R1K1 w - -,-987
rn1qkbnr/pp3ppp/4p3/2pp1b2/3P1B2/4P3/PPPN1PPP/R2QKBNR w KQkq -,43
rnbqk2r/ppp1ppbp/3p1np1/8/3PP3/2N1B3/PPP2PPP/R2QKBNR w KQkq -,80
rnbqk2r/ppp1ppbp/3p1np1/8/3PP3/2N1B3/PPPQ1PPP/R3KBNR b KQkq -,68
r1bqk1nr/1pppbppp/p1n5/4p3/B3P3/5N2/PPPP1PPP/RNBQK2R w KQkq -,36
r2qkbnr/pp3ppp/2n1p3/2pp1b2/3P1B2/4PN2/PPPN1PPP/R2QKB1R w KQkq -,28
2b2r2/pr3pkn/1p2p3/7q/2pPRB2/2P5/PPQ2PB1/R5K1 w - -,550
rn1qkbnr/p1p2ppp/1p6/3p1b2/8/1Q2PN2/PP1P1PPP/RNB1KB1R w KQkq -,108
2b2r2/pr3pkn/1p2p3/7q/2pP1B2/2P1R3/PPQ2PB1/R5K1 b - -,405
rnbqkbnr/ppp1pppp/8/8/2pP4/8/PP2PPPP/RNBQKBNR w KQkq -,33
rn1qk2r/1p2bppp/p2pbn2/4p3/4P3/1BN1BN2/PPP2PPP/R2QK2R b KQkq -,18
r3kbnr/pp3ppp/1qn1p3/2pp1b2/3P1B2/2P1PN2/PP1N1PPP/R2QKB1R w KQkq -,0
rnb1kb1r/1pqp1ppp/p3pn2/8/3NP3/P1N2P2/1PP3PP/R1BQKB1R b KQkq -,-38
rnbqkbnr/ppp1pppp/8/3P4/4p3/2N2P2/PPP3PP/R1BQKBNR b KQkq -,-10
r1bq1rk1/1pp2ppp/2np1n2/p1b1p3/2B1P3/2PP1N2/PP3PPP/RNBQR1K1 w - -,0
rnbqkbnr/pppppp1p/6p1/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq -,54
2b2r2/pr4kn/1p2p3/5p1q/2pP1B2/2P1R3/PPQ2PB1/R5K1 w - -,853
rnbqkb1r/pppp1ppp/4pn2/8/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq -,5
rnbqkbnr/pp3ppp/4p3/2ppP3/8/2P2N2/PP1P1PPP/RNBQKB1R b KQkq -,22
r1bq1rk1/ppp2ppp/2p5/8/4n3/3PK2P/PPP3P1/RNBQ1B1R w - -,307
r1bqk2r/ppppbppp/2nn4/1B2p3/P7/5N2/1PPP1PPP/RNBQR1K1 w kq -,12
rnbqkbnr/ppp1pp1p/3p2p1/8/3PP3/2N5/PPP2PPP/R1BQKBNR b KQkq -,68
rnbqkbnr/ppp1pp1p/3p2p1/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq -,67
2b2r2/pr4kn/1p2p3/5p1q/2pP1B2/2P4R/PPQ2PB1/R5K1 b - -,709
r1bqk2r/ppp2ppp/2p5/8/4n3/3PK2P/PPP3P1/RNBQ1B1R b kq -,223
rnbq1rk1/pp2ppbp/5np1/2pp4/2PP4/2N1PN2/PP2BPPP/R1BQK2R w KQ -,-13
r1bqk2r/ppppbppp/2nn4/1B2p3/P7/2N2N2/1PPP1PPP/R1BQR1K1 b kq -,7
r2q1bnr/pp3kpp/2Np1p2/1Bp3B1/8/2Pp4/PP3PPP/RN1bR1K1 w - -,0
rnbqkbnr/pp3ppp/4p3/2p1P3/3p4/2P2N2/PP1P1PPP/RNBQKB1R w KQkq -,12
r1b1k2r/pp1pppbp/2N3p1/8/2B1n3/2q1B3/PPPQ1PPP/R3K2R w KQkq -,-67
r1bqk2r/ppp2ppp/2np1n2/2b5/2B1P3/2N2N2/PP3PPP/R1BQ1RK1 w kq -,0
r1bqk2r/1pp2ppp/2np1n2/p1b1p3/2B1P3/2PP1N2/PP3PPP/RNBQ1RK1 w kq -,14
rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq -,21
rnbqkb1r/pppppppp/5n2/8/2P5/2N5/PP1PPPPP/R1BQKBNR b KQkq -,15
rnb1k2r/1pqpbppp/p3pn2/8/3NP3/P1N2P2/1PP3PP/R1BQKB1R w KQkq -,0
r1bq1rk1/ppp2ppp/2p5/8/4K3/3P3P/PPP3P1/RNBQ1B1R b - -,0
2b1qr2/pr4k1/1p2pn2/4Bp2/2pP4/2P4R/PPQ2PB1/R5K1 w - -,826
rnbqk1nr/2p1ppbp/p2p2p1/1p6/3PP3/2N1B3/PPPQ1PPP/R3KBNR w KQkq -,74
2b1qr2/pr4k1/1p2pn2/4Bp2/2pP4/2P4R/PP1Q1PB1/R5K1 b - -,883
rnbqkbnr/pp3ppp/4p3/2pp4/4P3/2P2N2/PP1P1PPP/RNBQKB1R w KQkq -,9
3r4/1R1P2kp/1p1q2p1/1Pp5/2P5/6P1/5QKP/8 w - -,0
rnbq1rk1/pp2ppbp/5np1/2pP4/3P4/2N1PN2/PP2BPPP/R1BQK2R b KQ -,-12
rnbqkb1r/pp1ppppp/5n2/2p5/2P1P3/2N5/PP1P1PPP/R1BQKBNR b KQkq -,16
rnbqk1nr/2p1ppbp/p2p2p1/1p6/3PP2P/2N1B3/PPPQ1PP1/R3KBNR b KQkq -,36
r1bqk2r/ppp2ppp/2p2n2/2b5/4P3/3P4/PPP2PPP/RNBQKB1R w KQkq -,257
r1bqkb1r/pp1ppppp/2n2n2/2p5/2P1P3/2N2N2/PP1P1PPP/R1BQKB1R b KQkq -,0
rnbq1rk1/pp2ppbp/5np1/3P4/3p4/2N1PN2/PP2BPPP/R1BQK2R w KQ -,-20
r1bq1rk1/2ppbppp/p1n2n2/1p2p3/4P3/1B3N2/PPPP1PPP/RNBQR1K1 w - -,41
2b2r2/pr2qk2/1p2pB2/5pQ1/2pP4/2P4R/PP3PB1/R5K1 b - -,660
r1bqkb1r/ppp2ppp/2n2n2/3pp1N1/2B1P3/8/PPPP1PPP/RNBQK2R w KQkq -,12
rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/2N1P3/PP3PPP/R1BQKBNR b KQkq -,0
r1b2rk1/ppp2ppp/2p2q2/8/4KB2/3P3P/PPP3P1/RN1Q1B1R b - -,144
r1bqkb1r/pp2pppp/2np1n2/2p5/2P1P3/2N2N2/PP1P1PPP/R1BQKB1R w KQkq -,54
r1b2rk1/ppqn1pbp/5np1/3p4/3BP3/1P1B1P1P/P2N2PN/R2Q1RK1 b - -,-474
rnbqk1nr/ppp2pbp/3p2p1/4p3/2PPP3/2N2N2/PP3PPP/R1BQKB1R b KQkq -,50
r1bq1rk1/3np1bp/p2p1pp1/1PpP3n/4PP1B/2N2Q2/PP1N2PP/R3KB1R b KQ -,-145
rnbqk2r/ppp1bppp/4pn2/3p4/2PP4/2N1P3/PP3PPP/R1BQKBNR w KQkq -,9
r1b1k2r/pp1pppbp/2N3p1/8/2B1n3/2P1B3/P1PQ1PPP/R3K2R b KQkq -,-157
rn1qk2r/pp2nppp/2pb4/3p1b2/3P4/3B1N2/PPP2PPP/RNBQ1RK1 w kq -,6
r1b1k2r/pp1pppbp/2N3p1/8/2B5/2P1B3/P1Pn1PPP/R3K2R w KQkq -,-147
rnbqk2r/ppp1bppp/4pn2/3p4/2PP4/2N1PN2/PP3PPP/R1BQKB1R b KQkq -,0
r1bqk1nr/ppp2pbp/2np2p1/4p3/2PPP3/2N2N2/PP3PPP/R1BQKB1R w KQkq -,47
rnbqkbnr/ppp1pppp/8/3P4/8/2N2N2/PPP3PP/R1BQKB1R b KQkq -,13
r1b2q1k/ppp3pp/2np1r2/5P2/2B2P2/2Q4P/PB4P1/4RRK1 w - -,939
rnbqk1nr/ppp1ppbp/3p2p1/8/2PPP3/2N5/PP3PPP/R1BQKBNR b KQkq -,43
r1bqkb1r/pppp1ppp/2n2n2/4N3/3PP3/8/PPP2PPP/RNBQKB1R b KQkq -,87
r1bqkb1r/pp2pppp/2np1n2/2p5/2P1P3/1PN2N2/P2P1PPP/R1BQKB1R b KQkq -,-79
3rqb2/1pR3pk/p3n1pp/3p4/3B4/PP6/1P4PP/4RQK1 w - -,798
